SAMPLE	rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
US0098	Contig21	1	73030	7506	28635	39.2099	10.0203	35.3	2.61
US0098	Contig22	1	52001	1097	8828	16.9766	2.05773	34.9	1.57
US0098	Contig23	1	70829	4738	32260	45.5463	6.4908	35	0.617
US0098	Contig24	1	75409	4952	31168	41.3319	6.32434	35.2	0.831
US71	Contig01	1	11008917	5623233	10397467	94.4459	50.3096	35.8	53.1
US71	Contig02	1	8645043	4545310	8182486	94.6495	51.9374	35.9	52.8
US71	Contig03	1	1697966	843079	1444665	85.0821	48.6513	36.2	33.6
US71	Contig04	1	796569	321725	585200	73.4651	39.2344	36.7	12.7
US71	Contig05	1	60573	8526	30431	50.2386	13.37	36.3	1.72
US71	Contig06	1	6618557	3474580	6428891	97.1343	51.8251	35.8	54.8
US71	Contig07	1	51574	6303	21385	41.4647	11.4015	36.8	1.32
US71	Contig08	1	5731635	3056447	5555943	96.9347	52.6749	35.8	55.4
US71	Contig09	1	4595668	2455659	4504660	98.0197	52.8924	35.7	57.2
US71	Contig10	1	1201610	157984	337729	28.1064	12.1843	36.7	13.9
US71	Contig11	1	170974	59827	126709	74.1101	33.7301	36.4	14.7
US71	Contig12	1	1464303	739016	1381735	94.3613	49.4881	35.8	50.6
US71	Contig13	1	4077659	2140708	3916356	96.0442	51.7275	35.8	52.8
US71	Contig14	1	55256	13586	45882	83.0353	24.168	36	8.95
US71	Contig15	1	72685	36277	51794	71.2582	49.1773	36.6	0.0773
US71	Contig16	1	77902	17742	33291	42.7345	22.0702	36.9	0.0902
US71	Contig17	1	104405	5650	23304	22.3208	5.11247	35.9	0.362
US71	Contig18	1	133460	110812	108812	81.5315	81.1468	36.4	0.13
US71	Contig19	1	96136	89104	84346	87.7361	91.3964	36.6	0.0417
US71	Contig20	1	73650	5691	31458	42.7128	7.46175	35.7	1.95
US71	Contig21	1	73030	11384	28880	39.5454	14.7794	36.6	1.93
US71	Contig22	1	52001	1700	8868	17.0535	2.82954	35.7	1.19
US71	Contig23	1	70829	8372	33259	46.9568	11.1804	36.3	1.17
US71	Contig24	1	75409	8012	33364	44.2441	9.5874	36.3	0.959
VO104	Contig01	1	11008917	5501382	10628462	96.5441	49.0262	35.9	52.5
VO104	Contig02	1	8645043	4308471	8419453	97.3905	48.9182	35.9	53.9
VO104	Contig03	1	1697966	691584	1497708	88.206	39.7283	35.9	37.3
VO104	Contig04	1	796569	391942	728307	91.4305	47.9218	36.1	26.5
VO104	Contig05	1	60573	4988	30250	49.9397	7.75534	35.8	4.61
VO104	Contig06	1	6618557	3371577	6539902	98.8116	50.0021	35.9	54
VO104	Contig07	1	51574	6015	27897	54.0912	11.2707	36.1	14.3
VO104	Contig08	1	5731635	2877362	5622010	98.0874	49.2923	35.9	55.9
VO104	Contig09	1	4595668	2310432	4469758	97.2602	49.3843	35.9	57.3
VO104	Contig10	1	1201610	494643	1070293	89.0716	40.2409	36.2	40.9
VO104	Contig11	1	170974	85243	159570	93.33	48.6486	36	20.2
VO104	Contig12	1	1464303	699003	1365704	93.2665	46.7179	35.8	50.3
VO104	Contig13	1	4077659	2021883	3954744	96.9856	48.6476	35.9	52.1
VO104	Contig14	1	55256	11445	42953	77.7345	20.2763	35.8	21.7
VO104	Contig15	1	72685	70176	48697	66.9973	93.6372	35.5	2.35
VO104	Contig16	1	77902	15483	21241	27.2663	19.361	35.9	0.0405
VO104	Contig17	1	104405	12926	69473	66.5418	11.967	36.2	7.51
VO104	Contig18	1	133460	246675	102676	76.9339	179.763	35.5	1.04
VO104	Contig19	1	96136	181909	80218	83.4422	184.666	35.7	0.439
VO104	Contig20	1	73650	4726	32944	44.7305	6.0742	36	11.4
VO104	Contig21	1	73030	14282	39144	53.5999	19.0292	36	17.7
VO104	Contig22	1	52001	722	5999	11.5363	1.24611	35.4	1.42
VO104	Contig23	1	70829	2499	26525	37.4493	3.32279	36	0.525
VO104	Contig24	1	75409	3326	22384	29.6835	4.1996	35.7	0.277
VO108	Contig01	1	11008917	6138294	10759573	97.7351	54.6332	35.9	53.1
VO108	Contig02	1	8645043	4577489	8288564	95.8765	51.8947	35.9	54.9
VO108	Contig03	1	1697966	753303	1497383	88.1869	43.1181	36	37.7
VO108	Contig04	1	796569	219152	581701	73.0258	26.1217	36.1	16.2
VO108	Contig05	1	60573	9033	39420	65.0785	14.3238	35.9	8.68
VO108	Contig06	1	6618557	3682153	6544965	98.8881	54.5431	35.9	54.5
VO108	Contig07	1	51574	2824	23382	45.3368	5.17666	36.1	12.3
VO108	Contig08	1	5731635	3192516	5692885	99.3239	54.6447	35.9	56
VO108	Contig09	1	4595668	2552644	4511664	98.1721	54.4983	35.9	57.4
VO108	Contig10	1	1201610	433253	773958	64.4101	34.1564	36.2	38.2
VO108	Contig11	1	170974	25523	86875	50.8118	14.3784	35.9	5.49
VO108	Contig12	1	1464303	743402	1396555	95.3734	49.6264	35.9	50.3
VO108	Contig13	1	4077659	2245741	4018320	98.5448	53.9672	35.9	52.5
VO108	Contig14	1	55256	14963	48008	86.8829	26.5682	36	24.5
VO108	Contig15	1	72685	61179	49658	68.3195	81.8908	35.6	0.506
VO108	Contig16	1	77902	15370	20782	26.6771	19.1627	35.9	0.0744
VO108	Contig17	1	104405	10572	43871	42.02	9.33802	36.2	5.89
VO108	Contig18	1	133460	223013	105172	78.8041	162.311	35.5	0.89
VO108	Contig19	1	96136	166949	80665	83.9072	169.444	35.7	0.231
VO108	Contig20	1	73650	5251	33467	45.4406	6.77464	35.7	8.94
VO108	Contig21	1	73030	5009	23925	32.7605	6.57801	36	7.35
VO108	Contig22	1	52001	550	5960	11.4613	0.895964	35.5	0.396
VO108	Contig23	1	70829	2447	26316	37.1543	3.21882	35.8	0.4
VO108	Contig24	1	75409	3160	22820	30.2616	3.90567	35.9	0.443
VO113	Contig01	1	11008917	6555336	10690140	97.1044	58.3732	35.9	53
VO113	Contig02	1	8645043	4902426	8226253	95.1557	55.6011	35.9	54.8
VO113	Contig03	1	1697966	852843	1460219	85.9981	48.8702	36	37.8
VO113	Contig04	1	796569	259447	573661	72.0165	31.0886	36.2	17.5
VO113	Contig05	1	60573	9997	38944	64.2927	15.8828	35.9	8.99
VO113	Contig06	1	6618557	3949804	6523330	98.5612	58.5356	35.9	54.4
VO113	Contig07	1	51574	2869	22964	44.5263	5.27175	36.2	12
VO113	Contig08	1	5731635	3407866	5679825	99.0961	58.3547	35.9	56.1
VO113	Contig09	1	4595668	2748953	4490878	97.7198	58.7172	35.9	57.3
VO113	Contig10	1	1201610	370213	726868	60.4912	29.1001	36.2	36.1
VO113	Contig11	1	170974	49638	90996	53.2221	28.009	36	23.9
VO113	Contig12	1	1464303	812084	1379276	94.1933	54.2202	35.9	50.1
VO113	Contig13	1	4077659	2414527	4025329	98.7167	58.043	35.9	52.3
VO113	Contig14	1	55256	16525	48303	87.4168	29.324	36	24.5
VO113	Contig15	1	72685	73076	48511	66.7414	97.8154	35.6	0.369
VO113	Contig16	1	77902	17847	22991	29.5127	22.28	36	0.0552
VO113	Contig17	1	104405	8911	39334	37.6744	7.86597	36.1	4.9
VO113	Contig18	1	133460	273402	104698	78.449	198.948	35.5	0.89
VO113	Contig19	1	96136	202718	80776	84.0226	205.707	35.7	0.197
VO113	Contig20	1	73650	5406	32308	43.8669	6.9902	35.7	8.17
VO113	Contig21	1	73030	11974	23699	32.451	15.8859	36.1	14.7
VO113	Contig22	1	52001	585	5511	10.5979	0.970943	35.3	0.395
VO113	Contig23	1	70829	2544	25761	36.3707	3.36652	35.8	0.682
VO113	Contig24	1	75409	3467	22468	29.7949	4.29697	35.8	0.309
VT0027	Contig01	1	11008917	2855744	10580359	96.1072	38.3676	37.3	51.2
VT0027	Contig02	1	8645043	2176134	8312130	96.1491	37.2957	37.4	52.8
VT0027	Contig03	1	1697966	548746	1641642	96.6829	47.7205	37.5	36.2
VT0027	Contig04	1	796569	175978	627588	78.7864	32.0575	37.5	23.3
VT0027	Contig05	1	60573	6481	35761	59.0379	15.3447	37.5	18.7
VT0027	Contig06	1	6618557	1747471	6526807	98.6137	39.0868	37.3	52.5
VT0027	Contig07	1	51574	4501	24881	48.2433	12.067	37.4	20.4
VT0027	Contig08	1	5731635	1463804	5632394	98.2685	37.8428	37.3	54.6
VT0027	Contig09	1	4595668	1161552	4522642	98.411	37.5305	37.3	56.5
VT0027	Contig10	1	1201610	46395	231613	19.2752	5.17345	37.6	21.5
VT0027	Contig11	1	170974	33365	136603	79.8969	28.1939	37.5	16.1
VT0027	Contig12	1	1464303	381317	1399383	95.5665	38.3781	37.3	48.3
VT0027	Contig13	1	4077659	1099526	3968515	97.3234	39.8636	37.3	49.9
VT0027	Contig14	1	55256	6406	43296	78.3553	17.1477	37.4	29.8
VT0027	Contig15	1	72685	64064	40793	56.123	129.001	37	0.868
VT0027	Contig16	1	77902	15256	20395	26.1803	28.3058	37.2	0.398
VT0027	Contig17	1	104405	1502	16979	16.2626	1.94035	37.2	2.14
VT0027	Contig18	1	133460	266705	97034	72.7064	289.092	36.7	1.82
VT0027	Contig19	1	96136	189428	78683	81.8455	290.983	37.2	1
VT0027	Contig20	1	73650	1824	23758	32.258	3.42948	37.1	12.6
VT0027	Contig21	1	73030	7191	33116	45.3457	14.1391	37.5	21.5
VT0027	Contig22	1	52001	279	4276	8.22292	0.584277	36.2	2.76
VT0027	Contig23	1	70829	911	18611	26.276	1.69881	37.1	2.73
VT0027	Contig24	1	75409	1410	19035	25.2423	2.20117	37.1	3.81
VT0030	Contig01	1	11008917	3768930	10719989	97.3755	50.6714	37.5	52.2
VT0030	Contig02	1	8645043	2923847	8486588	98.1671	50.1844	37.5	52.9
VT0030	Contig03	1	1697966	646587	1615217	95.1266	56.2247	37.6	36.6
VT0030	Contig04	1	796569	209369	619706	77.7969	38.0756	37.8	24.8
VT0030	Contig05	1	60573	5560	32957	54.4087	13.181	37.6	15.3
VT0030	Contig06	1	6618557	2226370	6499738	98.2048	49.8138	37.5	52.9
VT0030	Contig07	1	51574	5858	24717	47.9253	15.9468	37.7	22
VT0030	Contig08	1	5731635	1885334	5637080	98.3503	48.7912	37.5	55
VT0030	Contig09	1	4595668	1490709	4488941	97.6777	48.1988	37.5	56.5
VT0030	Contig10	1	1201610	56534	243872	20.2954	6.27402	37.7	18.9
VT0030	Contig11	1	170974	43840	131673	77.0135	37.144	37.7	16.9
VT0030	Contig12	1	1464303	477399	1379317	94.1961	48.0869	37.4	49
VT0030	Contig13	1	4077659	1454012	3983341	97.687	52.7448	37.4	50.9
VT0030	Contig14	1	55256	8475	44245	80.0728	22.7614	37.5	30.7
VT0030	Contig15	1	72685	45363	43783	60.2366	91.33	37.1	0.888
VT0030	Contig16	1	77902	11496	15885	20.391	21.0485	37.4	0.409
VT0030	Contig17	1	104405	2286	16877	16.1649	2.67295	37.6	3.07
VT0030	Contig18	1	133460	195653	94222	70.5994	208.382	36.7	2.27
VT0030	Contig19	1	96136	131600	75779	78.8248	201.902	37.3	0.833
VT0030	Contig20	1	73650	2027	25525	34.6572	3.83437	37.4	13.5
VT0030	Contig21	1	73030	7617	32431	44.4078	15.0025	37.7	22
VT0030	Contig22	1	52001	270	3124	6.00758	0.606334	36	0.619
VT0030	Contig23	1	70829	956	18172	25.6562	1.76401	37.3	2.44
VT0030	Contig24	1	75409	1721	17100	22.6763	2.73925	37.3	2.92
W-BEN-11	Contig01	1	11008917	3532262	10650381	96.7432	47.0996	38.4	52.2
W-BEN-11	Contig02	1	8645043	2750238	8355934	96.6558	46.7633	38.4	53.7
W-BEN-11	Contig03	1	1697966	603908	1559392	91.8388	51.1225	38.4	37.2
W-BEN-11	Contig04	1	796569	212012	624358	78.3809	37.5629	38.5	23.8
W-BEN-11	Contig05	1	60573	4516	33129	54.6927	10.1776	38.4	8.59
W-BEN-11	Contig06	1	6618557	2162181	6526660	98.6115	48.0329	38.4	53.6
W-BEN-11	Contig07	1	51574	5169	23791	46.1298	13.8776	38.7	22.4
W-BEN-11	Contig08	1	5731635	1777293	5605525	97.7998	45.6721	38.4	55.7
W-BEN-11	Contig09	1	4595668	1442032	4471820	97.3051	46.2321	38.4	56.8
W-BEN-11	Contig10	1	1201610	90987	545637	45.4088	9.92393	38.6	26.5
W-BEN-11	Contig11	1	170974	53130	121107	70.8336	44.4697	38.5	31.5
W-BEN-11	Contig12	1	1464303	450845	1400933	95.6723	44.8997	38.4	49.3
W-BEN-11	Contig13	1	4077659	1281316	3964864	97.2338	46.0991	38.4	51.6
W-BEN-11	Contig14	1	55256	8147	43974	79.5823	21.7078	38.4	31.8
W-BEN-11	Contig15	1	72685	46855	44303	60.9521	94.3193	38	1.72
W-BEN-11	Contig16	1	77902	13669	20014	25.6913	25.6084	38.4	0.181
W-BEN-11	Contig17	1	104405	3712	25711	24.6262	4.07956	38.4	5.86
W-BEN-11	Contig18	1	133460	178548	95834	71.8073	193.451	38	1.62
W-BEN-11	Contig19	1	96136	132617	76509	79.5841	203.239	38.2	0.879
W-BEN-11	Contig20	1	73650	1794	18754	25.4637	3.28087	38.2	13.1
W-BEN-11	Contig21	1	73030	5953	26810	36.7109	11.2796	38.5	14.6
W-BEN-11	Contig22	1	52001	262	3904	7.50755	0.485048	37.7	3.13
W-BEN-11	Contig23	1	70829	958	18182	25.6703	1.60398	38.4	3.35
W-BEN-11	Contig24	1	75409	1460	17660	23.419	2.21216	38.4	3
W-BEN-12-	Contig01	1	11008917	4459048	10605262	96.3334	58.9545	38.7	51.9
W-BEN-12-	Contig02	1	8645043	3400359	8328655	96.3402	57.3461	38.7	53.4
W-BEN-12-	Contig03	1	1697966	702741	1571521	92.5531	59.739	38.7	36.2
W-BEN-12-	Contig04	1	796569	242289	618797	77.6828	42.836	38.8	20.9
W-BEN-12-	Contig05	1	60573	5747	34901	57.6181	12.8463	38.6	9.45
W-BEN-12-	Contig06	1	6618557	2704087	6526244	98.6052	59.5809	38.7	53.4
W-BEN-12-	Contig07	1	51574	6876	25271	48.9995	17.9166	38.8	21.2
W-BEN-12-	Contig08	1	5731635	2220674	5600073	97.7046	56.5861	38.6	55.5
W-BEN-12-	Contig09	1	4595668	1776629	4455690	96.9541	56.5312	38.6	56.6
W-BEN-12-	Contig10	1	1201610	101891	360945	30.0384	11.0745	38.8	24.3
W-BEN-12-	Contig11	1	170974	60020	130036	76.056	50.0155	38.7	26.4
W-BEN-12-	Contig12	1	1464303	546461	1375476	93.9338	54.0683	38.7	48.8
W-BEN-12-	Contig13	1	4077659	1639384	3986793	97.7716	58.5346	38.7	51.3
W-BEN-12-	Contig14	1	55256	10447	44945	81.3396	27.5983	38.6	30.3
W-BEN-12-	Contig15	1	72685	55748	46975	64.6282	111.548	38.4	1.73
W-BEN-12-	Contig16	1	77902	17829	25643	32.917	32.7808	38.6	0.16
W-BEN-12-	Contig17	1	104405	3661	19982	19.1389	4.04296	38.6	2.83
W-BEN-12-	Contig18	1	133460	207399	101990	76.4199	223.173	38.3	1.4
W-BEN-12-	Contig19	1	96136	154898	79327	82.5154	236.253	38.5	0.716
W-BEN-12-	Contig20	1	73650	2630	21027	28.5499	4.49737	38.6	11.1
W-BEN-12-	Contig21	1	73030	6993	23956	32.803	13.3693	38.7	14.3
W-BEN-12-	Contig22	1	52001	323	5517	10.6094	0.596758	37.6	0.771
W-BEN-12-	Contig23	1	70829	1487	23321	32.9258	2.57924	38.7	2.9
W-BEN-12-	Contig24	1	75409	2200	20789	27.5683	3.22843	38.6	3.73
W-BEN-12	Contig01	1	11008917	3417286	10634361	96.5977	44.9822	38.6	52
W-BEN-12	Contig02	1	8645043	2598894	8377392	96.904	43.6448	38.6	53.4
W-BEN-12	Contig03	1	1697966	536107	1587050	93.4677	45.3886	38.6	36.4
W-BEN-12	Contig04	1	796569	185718	631939	79.3326	32.7066	38.7	21.1
W-BEN-12	Contig05	1	60573	4672	33851	55.8846	10.4176	38.5	9.41
W-BEN-12	Contig06	1	6618557	2078191	6527415	98.6229	45.5824	38.6	53.6
W-BEN-12	Contig07	1	51574	5278	25373	49.1973	13.7854	38.7	21.1
W-BEN-12	Contig08	1	5731635	1694696	5605973	97.8076	42.9949	38.5	55.5
W-BEN-12	Contig09	1	4595668	1353984	4460868	97.0668	42.8878	38.6	56.6
W-BEN-12	Contig10	1	1201610	79693	455699	37.924	8.65515	38.7	24.9
W-BEN-12	Contig11	1	170974	45642	130885	76.5526	37.8717	38.7	26.9
W-BEN-12	Contig12	1	1464303	416274	1381111	94.3187	41.0033	38.6	48.9
W-BEN-12	Contig13	1	4077659	1245061	3989427	97.8362	44.2504	38.6	51.5
W-BEN-12	Contig14	1	55256	8256	44852	81.1713	21.7205	38.5	29.9
W-BEN-12	Contig15	1	72685	42347	45155	62.1242	84.4671	38.3	2.05
W-BEN-12	Contig16	1	77902	13620	26350	33.8245	24.7709	38.5	0.185
W-BEN-12	Contig17	1	104405	2784	24249	23.2259	3.08888	38.7	2.79
W-BEN-12	Contig18	1	133460	158179	98952	74.1436	168.942	38.2	1.54
W-BEN-12	Contig19	1	96136	120114	79949	83.1624	182.173	38.4	0.754
W-BEN-12	Contig20	1	73650	2163	21236	28.8337	3.69905	38.5	10.5
W-BEN-12	Contig21	1	73030	5680	25936	35.5142	10.8105	38.7	14.5
W-BEN-12	Contig22	1	52001	230	5203	10.0056	0.443703	38	0.213
W-BEN-12	Contig23	1	70829	1098	22203	31.3473	1.80436	38.4	3.04
W-BEN-12	Contig24	1	75409	1697	20684	27.4291	2.42019	38.6	3.32
W-BEN-9	Contig01	1	11008917	2564928	10801545	98.1163	34.2151	38.6	52.3
W-BEN-9	Contig02	1	8645043	2046790	8547359	98.8701	34.7976	38.6	52.6
W-BEN-9	Contig03	1	1697966	501546	1632198	96.1267	42.9365	38.6	36.4
W-BEN-9	Contig04	1	796569	183609	681557	85.5616	32.9107	38.7	23.3
W-BEN-9	Contig05	1	60573	5305	36308	59.9409	12.3736	38.6	15.9
W-BEN-9	Contig06	1	6618557	1506968	6505763	98.2958	33.5092	38.5	53.4
W-BEN-9	Contig07	1	51574	1349	22731	44.0745	3.65399	38.6	22.4
W-BEN-9	Contig08	1	5731635	1298137	5680272	99.1039	33.3529	38.5	55.4
W-BEN-9	Contig09	1	4595668	1031812	4531441	98.6024	33.0916	38.5	56.7
W-BEN-9	Contig10	1	1201610	75397	522199	43.4583	8.14597	38.7	26.4
W-BEN-9	Contig11	1	170974	34498	144029	84.2403	28.6865	38.6	18.9
W-BEN-9	Contig12	1	1464303	325590	1426751	97.4355	32.6301	38.6	49.7
W-BEN-9	Contig13	1	4077659	920063	3994819	97.9684	33.1582	38.6	51.5
W-BEN-9	Contig14	1	55256	5615	43703	79.0919	14.9129	38.5	30.6
W-BEN-9	Contig15	1	72685	31925	39299	54.0676	64.3004	38.2	1.62
W-BEN-9	Contig16	1	77902	10002	18851	24.1984	18.5684	38.5	0.158
W-BEN-9	Contig17	1	104405	1574	23511	22.519	1.86613	38.5	5.86
W-BEN-9	Contig18	1	133460	124570	92730	69.4815	134.412	38.1	1.75
W-BEN-9	Contig19	1	96136	90942	74206	77.1886	139.213	38.4	0.867
W-BEN-9	Contig20	1	73650	1412	20442	27.7556	2.50749	38.4	15.5
W-BEN-9	Contig21	1	73030	6436	37869	51.854	12.723	38.6	19.8
W-BEN-9	Contig22	1	52001	185	4198	8.07292	0.318859	37.3	8.78
W-BEN-9	Contig23	1	70829	818	17181	24.257	1.50783	38.6	4.35
W-BEN-9	Contig24	1	75409	1026	15786	20.9338	1.52404	38.7	2.08
W-BFA-16-	Contig01	1	11008917	2193646	10561955	95.94	29.1129	38.1	51.5
W-BFA-16-	Contig02	1	8645043	1705962	8347757	96.5612	28.8716	38.1	53.1
W-BFA-16-	Contig03	1	1697966	373065	1544178	90.9428	31.4871	38.1	36.6
W-BFA-16-	Contig04	1	796569	155176	631120	79.2298	27.5979	38.2	25.4
W-BFA-16-	Contig05	1	60573	3624	32526	53.6972	8.28206	38.1	15.3
W-BFA-16-	Contig06	1	6618557	1362849	6516239	98.4541	30.1771	38.1	53.2
W-BFA-16-	Contig07	1	51574	2565	22690	43.995	6.79874	38.2	21.4
W-BFA-16-	Contig08	1	5731635	1094628	5590718	97.5414	28.0078	38.1	55.3
W-BFA-16-	Contig09	1	4595668	883334	4481555	97.5169	28.2068	38.1	56.3
W-BFA-16-	Contig10	1	1201610	57566	441518	36.7439	6.23719	38.3	26.3
W-BFA-16-	Contig11	1	170974	32775	120817	70.664	27.3029	38.2	28.8
W-BFA-16-	Contig12	1	1464303	270691	1383742	94.4983	26.8371	38.1	48.5
W-BFA-16-	Contig13	1	4077659	789360	3943905	96.7198	28.3158	38.1	51
W-BFA-16-	Contig14	1	55256	4452	41193	74.5494	11.8437	38.1	31.1
W-BFA-16-	Contig15	1	72685	34351	42884	58.9998	68.9117	37.7	1.26
W-BFA-16-	Contig16	1	77902	9721	18589	23.862	17.8918	38	0.126
W-BFA-16-	Contig17	1	104405	2322	20992	20.1063	2.58669	38.2	3.91
W-BFA-16-	Contig18	1	133460	133080	95148	71.2933	143.981	37.6	1.52
W-BFA-16-	Contig19	1	96136	97775	76077	79.1348	149.328	37.9	0.823
W-BFA-16-	Contig20	1	73650	1300	17999	24.4386	2.35659	38	13.4
W-BFA-16-	Contig21	1	73030	5030	25175	34.4721	9.74613	38.2	19.1
W-BFA-16-	Contig22	1	52001	211	4052	7.79216	0.408781	37.2	4.13
W-BFA-16-	Contig23	1	70829	620	15289	21.5858	0.982084	37.6	1.9
W-BFA-16-	Contig24	1	75409	1077	16894	22.4032	1.57135	38.5	2.3
W-BKF-15-	Contig01	1	11008917	3734509	10617821	96.4475	49.7723	38.6	51
W-BKF-15-	Contig02	1	8645043	3127817	8449984	97.7437	53.1975	38.6	51
W-BKF-15-	Contig03	1	1697966	859181	1621006	95.4675	73.652	38.7	35.7
W-BKF-15-	Contig04	1	796569	416733	698261	87.6586	75.4233	38.7	29.4
W-BKF-15-	Contig05	1	60573	5499	32740	54.0505	12.0644	38.5	9.95
W-BKF-15-	Contig06	1	6618557	2228750	6519295	98.5002	49.5552	38.6	52.5
W-BKF-15-	Contig07	1	51574	3606	23385	45.3426	9.34987	38.7	20.4
W-BKF-15-	Contig08	1	5731635	1847114	5600346	97.7094	47.4949	38.6	54.8
W-BKF-15-	Contig09	1	4595668	1459614	4461797	97.087	46.8607	38.6	55.9
W-BKF-15-	Contig10	1	1201610	146352	481441	40.0663	16.1299	38.8	29.2
W-BKF-15-	Contig11	1	170974	50364	145701	85.2182	41.6265	38.6	19.2
W-BKF-15-	Contig12	1	1464303	473491	1395643	95.3111	47.2643	38.6	48
W-BKF-15-	Contig13	1	4077659	1362893	3970256	97.3661	49.118	38.6	50.2
W-BKF-15-	Contig14	1	55256	8476	44643	80.793	22.6004	38.5	31
W-BKF-15-	Contig15	1	72685	49403	44179	60.7815	99.5514	38.3	1.33
W-BKF-15-	Contig16	1	77902	15517	19993	25.6643	29.0071	38.6	0.155
W-BKF-15-	Contig17	1	104405	3243	24388	23.359	3.77754	38.6	3.32
W-BKF-15-	Contig18	1	133460	193893	96108	72.0126	209.603	38.2	1.68
W-BKF-15-	Contig19	1	96136	143321	75792	78.8383	219.792	38.5	0.828
W-BKF-15-	Contig20	1	73650	1660	16459	22.3476	3.02128	38.4	10.2
W-BKF-15-	Contig21	1	73030	6898	26166	35.8291	13.2106	38.6	13.7
W-BKF-15-	Contig22	1	52001	245	4858	9.34213	0.492394	37.5	1.3
W-BKF-15-	Contig23	1	70829	1121	18819	26.5696	2.02313	38.5	1.84
W-BKF-15-	Contig24	1	75409	2258	18170	24.0953	3.48624	38.6	3.63
W-BKF-15	Contig01	1	11008917	3745752	10751255	97.6595	49.8639	38.5	51.8
W-BKF-15	Contig02	1	8645043	2777318	8348685	96.5719	47.158	38.5	53.1
W-BKF-15	Contig03	1	1697966	555171	1522830	89.6855	47.2968	38.6	35.4
W-BKF-15	Contig04	1	796569	237722	626468	78.6458	42.4259	38.6	23.2
W-BKF-15	Contig05	1	60573	7426	35045	57.8558	16.9945	38.6	12.2
W-BKF-15	Contig06	1	6618557	2208046	6507661	98.3245	48.9435	38.5	52.6
W-BKF-15	Contig07	1	51574	6720	25271	48.9995	18.1659	38.7	22.4
W-BKF-15	Contig08	1	5731635	1886550	5656864	98.6955	48.4161	38.5	54.6
W-BKF-15	Contig09	1	4595668	1441605	4450268	96.8362	46.2154	38.5	56.2
W-BKF-15	Contig10	1	1201610	109049	445429	37.0693	12.104	38.7	27.5
W-BKF-15	Contig11	1	170974	43529	119217	69.7281	36.0466	38.6	25.3
W-BKF-15	Contig12	1	1464303	488869	1390115	94.9336	48.6383	38.5	49.1
W-BKF-15	Contig13	1	4077659	1410885	3980610	97.62	50.7043	38.5	50.3
W-BKF-15	Contig14	1	55256	7652	42612	77.1174	20.3632	38.5	30.4
W-BKF-15	Contig15	1	72685	44033	39548	54.4101	88.4117	38.2	0.513
W-BKF-15	Contig16	1	77902	14121	20063	25.7542	26.3592	38.5	0.11
W-BKF-15	Contig17	1	104405	1979	20449	19.5862	2.23126	38.2	1.2
W-BKF-15	Contig18	1	133460	179819	93391	69.9768	193.643	38	2.13
W-BKF-15	Contig19	1	96136	127274	77306	80.4132	194.857	38.4	0.46
W-BKF-15	Contig20	1	73650	2443	25802	35.0333	4.52485	38.5	14
W-BKF-15	Contig21	1	73030	8317	25816	35.3499	15.9973	38.7	17.6
W-BKF-15	Contig22	1	52001	264	4079	7.84408	0.532547	36.3	0.144
W-BKF-15	Contig23	1	70829	1012	16789	23.7036	1.86921	38.4	1.41
W-BKF-15	Contig24	1	75409	1738	16968	22.5013	2.61233	38.4	1.51
W-BKF-16	Contig01	1	11008917	4577006	10645135	96.6956	60.9228	38.6	51.9
W-BKF-16	Contig02	1	8645043	3531469	8375695	96.8844	59.9635	38.6	53.7
W-BKF-16	Contig03	1	1697966	710330	1548479	91.1961	60.2177	38.6	35.8
W-BKF-16	Contig04	1	796569	255774	627000	78.7126	45.2223	38.7	22.7
W-BKF-16	Contig05	1	60573	6124	32714	54.0076	14.0157	38.6	11.4
W-BKF-16	Contig06	1	6618557	2850576	6526064	98.6025	63.2324	38.6	53.4
W-BKF-16	Contig07	1	51574	4808	24377	47.2661	12.6933	38.8	21.2
W-BKF-16	Contig08	1	5731635	2327394	5635441	98.3217	59.7015	38.6	55.6
W-BKF-16	Contig09	1	4595668	1864156	4497248	97.8584	59.6873	38.6	56.5
W-BKF-16	Contig10	1	1201610	103380	473300	39.3888	11.3194	38.8	25.5
W-BKF-16	Contig11	1	170974	59407	123569	72.2736	49.7171	38.7	26.4
W-BKF-16	Contig12	1	1464303	569849	1391230	95.0097	56.6549	38.6	49
W-BKF-16	Contig13	1	4077659	1659532	3974262	97.4643	59.629	38.6	51.5
W-BKF-16	Contig14	1	55256	10880	45057	81.5423	28.8007	38.7	30.2
W-BKF-16	Contig15	1	72685	65367	44891	61.761	131.644	38.3	1.66
W-BKF-16	Contig16	1	77902	20169	23543	30.2213	37.5957	38.6	0.163
W-BKF-16	Contig17	1	104405	4327	22690	21.7327	4.71553	38.6	4
W-BKF-16	Contig18	1	133460	251672	99063	74.2267	272.642	38.2	1.64
W-BKF-16	Contig19	1	96136	187884	78780	81.9464	287.8	38.5	0.806
W-BKF-16	Contig20	1	73650	2674	21330	28.9613	4.79914	38.7	10.8
W-BKF-16	Contig21	1	73030	6801	26546	36.3494	12.8994	38.8	14.1
W-BKF-16	Contig22	1	52001	333	4826	9.28059	0.640161	38	1.29
W-BKF-16	Contig23	1	70829	1312	20886	29.4879	2.2654	38.7	2.54
W-BKF-16	Contig24	1	75409	2051	19679	26.0964	3.06608	38.8	3.55
